,sexo,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,posse_de_veiculo_Y,posse_de_imovel_Y
6051,F,0,Working,Secondary / secondary special,Married,House / apartment,51.72876712328768,8.638356164383561,1,1,0,0,2.0,False,False,False
6052,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,55.6986301369863,23.56438356164384,1,1,1,0,1.0,False,False,False
6053,M,0,State servant,Higher education,Married,House / apartment,27.646575342465752,1.7616438356164383,1,0,0,0,2.0,False,True,True
6054,F,0,Pensioner,Higher education,Widow,House / apartment,66.38630136986302,-1000.6657534246576,1,0,0,0,1.0,False,False,True
6055,F,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,25.542465753424658,3.687671232876713,1,0,0,0,2.0,False,False,False
6056,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.55890410958904,-1000.6657534246576,1,0,0,0,2.0,False,True,False
6057,M,0,Commercial associate,Higher education,Civil marriage,House / apartment,43.821917808219176,1.0986301369863014,1,0,0,0,2.0,False,False,True
6058,M,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.394520547945206,-1000.6657534246576,1,0,0,0,2.0,False,True,True
6059,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,40.13424657534247,8.605479452054794,1,0,0,0,2.0,False,True,True
6060,F,0,Working,Secondary / secondary special,Married,With parents,44.136986301369866,1.0986301369863014,1,0,0,0,2.0,False,False,True
6061,F,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,59.80821917808219,-1000.6657534246576,1,0,0,0,1.0,False,False,False
6062,M,0,Working,Higher education,Married,With parents,40.367123287671234,8.69041095890411,1,1,1,0,2.0,False,False,True
6063,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.55068493150685,-1000.6657534246576,1,0,0,0,2.0,False,False,True
6064,F,2,Commercial associate,Higher education,Married,House / apartment,37.21643835616438,17.361643835616437,1,0,1,0,4.0,False,True,True
6065,F,2,State servant,Incomplete higher,Married,House / apartment,40.14520547945205,22.112328767123287,1,0,0,0,4.0,True,True,True
6066,F,2,State servant,Incomplete higher,Married,House / apartment,40.14520547945205,22.112328767123287,1,0,0,0,4.0,False,True,True
6067,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.16712328767123,-1000.6657534246576,1,0,0,0,1.0,False,False,True
6068,F,0,Commercial associate,Higher education,Single / not married,House / apartment,28.087671232876712,3.764383561643836,1,1,1,0,1.0,False,False,True
6069,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.84657534246576,-1000.6657534246576,1,0,0,0,2.0,False,False,True
6070,F,1,Commercial associate,Secondary / secondary special,Married,House / apartment,40.465753424657535,0.6,1,1,0,0,3.0,False,True,True
6071,F,0,Working,Secondary / secondary special,Married,House / apartment,56.06301369863014,6.353424657534247,1,0,0,0,2.0,False,False,True
6072,M,0,Working,Higher education,Married,House / apartment,64.96164383561644,20.53150684931507,1,0,0,0,2.0,False,True,True
6073,F,0,Pensioner,Higher education,Widow,House / apartment,61.42191780821918,-1000.6657534246576,1,0,0,0,1.0,False,False,True
6074,M,2,Commercial associate,Secondary / secondary special,Married,House / apartment,36.88493150684931,3.2684931506849315,1,0,0,0,4.0,False,True,True
6075,F,0,Working,Higher education,Married,House / apartment,33.989041095890414,4.101369863013699,1,0,0,0,2.0,False,False,False
6076,M,0,Working,Secondary / secondary special,Married,House / apartment,43.827397260273976,20.112328767123287,1,1,1,0,2.0,False,False,True
6077,F,0,Working,Secondary / secondary special,Separated,House / apartment,52.32054794520548,1.8465753424657532,1,0,0,0,1.0,False,False,True
6078,F,0,Commercial associate,Higher education,Separated,House / apartment,56.96164383561644,13.189041095890412,1,1,1,0,1.0,False,True,True
6079,F,1,State servant,Higher education,Married,House / apartment,39.6958904109589,15.942465753424658,1,0,0,0,3.0,False,True,False
6080,F,2,Commercial associate,Secondary / secondary special,Married,House / apartment,33.394520547945206,0.8465753424657534,1,0,0,0,4.0,False,False,False
6081,F,0,State servant,Secondary / secondary special,Married,House / apartment,54.76164383561644,8.852054794520548,1,1,0,0,2.0,False,True,True
6082,M,0,Working,Higher education,Married,House / apartment,32.18082191780822,1.0986301369863014,1,1,1,0,2.0,False,True,True
6083,M,2,Working,Secondary / secondary special,Married,House / apartment,30.14794520547945,7.523287671232877,1,1,1,0,4.0,False,False,True
6084,F,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.09041095890411,3.9342465753424656,1,0,0,0,2.0,False,True,True
6085,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.53972602739726,7.104109589041096,1,0,0,0,2.0,False,False,True
6086,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.68219178082192,-1000.6657534246576,1,0,1,0,2.0,False,False,True
6087,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.43561643835616,1.180821917808219,1,0,0,0,2.0,False,False,True
6088,F,0,Working,Higher education,Married,House / apartment,45.44931506849315,4.101369863013699,1,0,0,0,2.0,False,True,True
6089,M,0,Working,Secondary / secondary special,Married,House / apartment,55.3041095890411,2.265753424657534,1,0,0,0,2.0,False,True,True
6090,F,1,Working,Secondary / secondary special,Civil marriage,House / apartment,45.45479452054794,22.613698630136987,1,0,0,0,3.0,False,False,True
6091,M,0,Working,Secondary / secondary special,Married,House / apartment,63.602739726027394,1.4328767123287671,1,0,0,0,2.0,False,True,True
6092,M,1,Working,Secondary / secondary special,Married,House / apartment,44.50410958904109,3.4356164383561643,1,0,0,0,3.0,False,False,True
6093,M,1,Working,Secondary / secondary special,Married,House / apartment,23.972602739726028,4.353424657534247,1,0,0,0,3.0,False,True,False
6094,F,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26.736986301369864,6.602739726027397,1,0,0,0,1.0,False,False,True
6095,M,0,Working,Secondary / secondary special,Single / not married,Rented apartment,27.372602739726027,2.0986301369863014,1,1,0,0,1.0,False,False,False
6096,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.84383561643836,4.745205479452054,1,0,0,0,2.0,False,True,True
6097,F,0,Working,Secondary / secondary special,Married,House / apartment,28.24383561643836,4.410958904109589,1,0,0,0,2.0,False,False,False
6098,M,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.92876712328767,14.75068493150685,1,1,0,0,2.0,False,True,True
6099,M,1,Working,Higher education,Married,House / apartment,49.56986301369863,6.83013698630137,1,0,0,0,3.0,False,False,False
6100,M,0,Working,Secondary / secondary special,Married,House / apartment,37.05479452054794,2.7013698630136984,1,0,0,0,2.0,False,False,True
6101,F,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,64.1041095890411,-1000.6657534246576,1,0,0,0,2.0,False,True,True
6102,F,2,Working,Secondary / secondary special,Married,House / apartment,46.57808219178082,13.70958904109589,1,0,0,0,4.0,False,False,False
6103,F,0,Working,Secondary / secondary special,Married,House / apartment,38.48219178082192,3.578082191780822,1,1,1,0,2.0,False,False,False
6104,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,43.72602739726028,9.791780821917808,1,0,0,0,1.0,False,True,True
6105,M,1,Working,Secondary / secondary special,Civil marriage,House / apartment,31.572602739726022,6.997260273972603,1,0,0,0,3.0,False,False,True
6106,M,0,Working,Secondary / secondary special,Married,House / apartment,35.46027397260274,11.03835616438356,1,0,0,0,2.0,False,False,True
6107,M,0,Working,Secondary / secondary special,Married,Co-op apartment,30.36986301369863,7.624657534246575,1,1,0,0,2.0,False,True,True
6108,F,2,Working,Secondary / secondary special,Married,House / apartment,42.78630136986301,13.96164383561644,1,1,1,0,4.0,False,False,True
6109,M,2,Commercial associate,Higher education,Married,House / apartment,48.87945205479452,11.794520547945206,1,1,1,0,4.0,True,True,True
6110,F,0,Working,Secondary / secondary special,Married,House / apartment,50.66301369863014,25.96986301369863,1,1,1,0,2.0,False,False,True
6111,F,2,Working,Higher education,Married,House / apartment,34.42191780821918,5.83013698630137,1,0,0,0,4.0,False,True,True
6112,F,0,Working,Secondary / secondary special,Married,House / apartment,30.019178082191782,3.326027397260274,1,0,0,0,2.0,False,False,False
6113,F,0,Working,Higher education,Married,House / apartment,64.08493150684932,4.493150684931507,1,0,1,0,2.0,False,False,False
6114,M,0,State servant,Secondary / secondary special,Married,House / apartment,40.78630136986301,8.53972602739726,1,0,0,0,2.0,False,True,True
6115,F,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,52.88767123287671,3.745205479452055,1,0,1,1,1.0,False,True,True
6116,M,0,State servant,Secondary / secondary special,Married,House / apartment,43.67671232876712,4.789041095890411,1,0,0,0,2.0,False,True,True
6117,F,1,Working,Secondary / secondary special,Married,House / apartment,26.87945205479452,2.367123287671233,1,0,0,0,3.0,False,False,True
6118,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,51.37534246575343,-1000.6657534246576,1,0,1,0,2.0,False,False,True
6119,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.37534246575343,-1000.6657534246576,1,0,0,0,2.0,False,False,True
6120,F,0,State servant,Higher education,Married,House / apartment,44.989041095890414,22.54794520547945,1,0,0,0,2.0,True,True,True
6121,F,0,State servant,Higher education,Married,House / apartment,44.989041095890414,22.54794520547945,1,0,0,0,2.0,False,True,True
6122,M,2,Working,Higher education,Married,House / apartment,53.64383561643836,3.3698630136986303,1,0,0,0,4.0,False,True,True
6123,F,0,State servant,Secondary / secondary special,Married,House / apartment,54.31780821917808,6.410958904109589,1,0,0,0,2.0,False,False,True
6124,F,0,State servant,Secondary / secondary special,Single / not married,House / apartment,53.61643835616438,4.452054794520548,1,0,0,0,1.0,False,False,False
6125,F,0,Working,Higher education,Married,Municipal apartment,49.09041095890411,5.493150684931507,1,0,0,0,2.0,False,True,False
6126,F,1,Working,Secondary / secondary special,Married,House / apartment,42.81095890410959,1.1561643835616435,1,0,0,0,3.0,False,False,False
6127,M,0,Commercial associate,Higher education,Single / not married,House / apartment,22.221917808219175,0.7863013698630137,1,0,0,0,1.0,False,False,True
6128,F,0,Pensioner,Higher education,Separated,Municipal apartment,60.78356164383562,-1000.6657534246576,1,0,1,0,1.0,False,False,False
6129,F,1,State servant,Higher education,Civil marriage,House / apartment,41.16986301369863,0.2410958904109589,1,0,0,0,3.0,False,False,True
6130,M,2,Commercial associate,Secondary / secondary special,Married,House / apartment,42.02465753424657,0.4493150684931506,1,1,1,0,4.0,False,False,True
6131,M,0,Commercial associate,Higher education,Married,House / apartment,47.64109589041096,5.789041095890411,1,0,0,0,2.0,False,True,True
6132,F,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,27.03013698630137,7.076712328767123,1,0,0,0,1.0,False,False,True
6133,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.74246575342466,6.912328767123288,1,1,1,0,2.0,False,False,True
6134,M,2,Working,Secondary / secondary special,Married,House / apartment,45.96712328767124,0.9095890410958904,1,0,0,0,4.0,False,False,True
6135,M,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,27.235616438356164,5.452054794520548,1,0,0,0,2.0,False,True,True
6136,M,1,Commercial associate,Higher education,Married,House / apartment,24.14794520547945,2.241095890410959,1,0,0,0,3.0,False,True,True
6137,F,2,Working,Higher education,Married,House / apartment,34.81917808219178,8.747945205479452,1,0,0,0,4.0,False,True,False
6138,M,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,32.57534246575342,2.03013698630137,1,1,0,0,3.0,False,True,True
6139,M,1,Working,Secondary / secondary special,Married,House / apartment,36.78356164383562,18.5013698630137,1,0,0,1,3.0,False,False,True
6140,M,1,Working,Secondary / secondary special,Married,House / apartment,44.394520547945206,2.5342465753424657,1,1,1,0,3.0,True,True,True
6141,M,1,Working,Secondary / secondary special,Married,House / apartment,44.394520547945206,2.5342465753424657,1,1,1,0,3.0,False,True,True
6142,M,0,Commercial associate,Incomplete higher,Single / not married,With parents,26.13150684931507,0.5342465753424658,1,0,0,0,1.0,False,True,False
6143,M,0,Working,Academic degree,Married,House / apartment,61.75616438356165,0.5342465753424658,1,0,1,0,2.0,False,True,True
6144,F,0,State servant,Secondary / secondary special,Married,House / apartment,53.31780821917808,14.03835616438356,1,0,0,0,2.0,False,False,True
6145,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.61369863013698,-1000.6657534246576,1,0,0,0,1.0,False,True,True
6146,M,0,Working,Secondary / secondary special,Married,House / apartment,62.52876712328767,2.786301369863014,1,0,1,0,2.0,False,True,True
6147,M,1,Commercial associate,Incomplete higher,Married,House / apartment,34.09041095890411,3.202739726027397,1,0,1,0,3.0,False,False,True
6148,F,0,State servant,Higher education,Married,House / apartment,60.76438356164383,20.88219178082192,1,0,0,0,2.0,False,False,True
6149,M,1,Working,Higher education,Married,House / apartment,45.98082191780822,9.454794520547946,1,0,0,0,3.0,False,True,True
6150,M,0,Working,Incomplete higher,Married,House / apartment,29.19178082191781,3.956164383561644,1,0,0,0,2.0,False,True,True
6151,F,0,Commercial associate,Higher education,Separated,House / apartment,51.92328767123288,1.367123287671233,1,0,1,0,1.0,True,False,True
6152,F,0,Working,Secondary / secondary special,Civil marriage,Office apartment,36.72328767123288,10.706849315068494,1,0,1,0,2.0,True,False,True
6153,F,0,Working,Secondary / secondary special,Civil marriage,Office apartment,36.72328767123288,10.706849315068494,1,0,1,0,2.0,False,False,True
6154,M,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,46.05205479452055,14.375342465753423,1,0,0,0,3.0,False,False,True
6155,M,2,Working,Secondary / secondary special,Married,House / apartment,35.61095890410959,2.5342465753424657,1,0,0,0,4.0,False,True,True
6156,F,2,Working,Higher education,Married,House / apartment,30.660273972602734,2.03013698630137,1,0,0,0,4.0,False,False,True
6157,M,2,Commercial associate,Higher education,Married,House / apartment,33.73150684931507,3.2849315068493152,1,0,0,0,4.0,False,True,False
6158,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,43.61643835616438,18.797260273972604,1,1,1,0,2.0,False,False,True
6159,F,1,Commercial associate,Higher education,Married,House / apartment,42.41369863013698,7.873972602739726,1,0,0,0,3.0,False,True,True
6160,M,2,Commercial associate,Secondary / secondary special,Married,House / apartment,47.394520547945206,1.03013698630137,1,0,0,0,4.0,False,False,True
6161,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,64.12602739726027,-1000.6657534246576,1,0,1,0,2.0,False,False,True
6162,M,1,Working,Secondary / secondary special,Single / not married,House / apartment,33.293150684931504,3.3698630136986303,1,0,0,0,2.0,False,False,True
6163,F,1,Working,Secondary / secondary special,Married,House / apartment,33.728767123287675,10.873972602739729,1,0,0,0,3.0,False,False,False
6164,F,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,40.74520547945205,1.4493150684931506,1,0,0,0,1.0,False,False,False
6165,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,53.08767123287672,0.2821917808219178,1,0,0,0,1.0,False,True,False
6166,F,0,Working,Secondary / secondary special,Married,Municipal apartment,49.989041095890414,6.6219178082191785,1,0,0,0,2.0,False,False,False
6167,F,0,Commercial associate,Higher education,Single / not married,House / apartment,43.42191780821918,3.117808219178082,1,0,0,0,1.0,False,True,True
6168,F,0,Working,Higher education,Married,House / apartment,50.76438356164383,4.956164383561644,1,0,0,0,2.0,False,True,True
6169,F,0,Working,Secondary / secondary special,Widow,House / apartment,55.68493150684932,11.542465753424658,1,1,1,0,1.0,False,False,True
6170,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.98630136986301,0.3671232876712328,1,0,0,0,2.0,False,False,True
6171,M,0,Working,Secondary / secondary special,Married,House / apartment,49.824657534246576,1.03013698630137,1,0,1,0,2.0,False,False,False
6172,F,0,Working,Higher education,Single / not married,House / apartment,54.04931506849315,7.958904109589041,1,0,0,1,1.0,False,False,True
6173,F,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.17534246575343,-1000.6657534246576,1,0,0,0,1.0,False,False,False
6174,M,0,Working,Secondary / secondary special,Married,Rented apartment,24.68219178082192,2.367123287671233,1,0,0,0,2.0,False,True,True
6175,F,0,State servant,Higher education,Single / not married,House / apartment,34.0,8.95890410958904,1,0,0,0,1.0,False,False,True
6176,M,0,Working,Higher education,Married,House / apartment,52.15890410958904,0.2,1,0,1,0,2.0,False,True,True
6177,F,0,Commercial associate,Higher education,Married,House / apartment,48.86849315068493,1.282191780821918,1,0,1,0,2.0,False,False,True
6178,F,2,State servant,Higher education,Married,House / apartment,39.98630136986301,5.8712328767123285,1,0,0,0,4.0,False,False,True
6179,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.57808219178082,-1000.6657534246576,1,0,1,0,2.0,False,False,False
6180,M,2,Working,Higher education,Married,House / apartment,34.40821917808219,11.712328767123289,1,1,1,0,4.0,False,False,False
6181,F,1,Working,Secondary / secondary special,Separated,House / apartment,40.67397260273973,3.5397260273972604,1,1,1,0,2.0,False,False,False
6182,F,1,Working,Incomplete higher,Married,With parents,43.33424657534247,20.216438356164385,1,0,0,0,3.0,False,False,False
6183,M,2,Commercial associate,Secondary / secondary special,Married,House / apartment,33.81095890410959,9.542465753424658,1,1,0,0,4.0,False,True,False
6184,F,0,Working,Secondary / secondary special,Married,House / apartment,49.95616438356164,8.123287671232877,1,1,1,0,2.0,False,False,False
6185,F,0,Working,Secondary / secondary special,Married,House / apartment,27.72876712328767,9.457534246575342,1,0,1,0,2.0,False,False,False
6186,M,0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.15068493150685,6.120547945205479,1,0,1,0,2.0,False,True,False
6187,M,0,Commercial associate,Secondary / secondary special,Married,Rented apartment,29.487671232876718,4.035616438356165,1,1,1,1,2.0,False,True,False
6188,M,2,Commercial associate,Secondary / secondary special,Married,House / apartment,40.49589041095891,8.038356164383561,1,1,1,0,4.0,False,True,False
6189,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.25753424657534,18.63287671232877,1,0,0,0,2.0,False,False,False
6190,F,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,61.50958904109589,-1000.6657534246576,1,0,0,0,2.0,False,False,False
6191,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.09041095890411,-1000.6657534246576,1,0,0,0,2.0,False,False,False
6192,F,2,Working,Secondary / secondary special,Married,House / apartment,36.345205479452055,8.961643835616439,1,1,1,0,4.0,False,False,False
6193,M,2,State servant,Secondary / secondary special,Married,House / apartment,38.46027397260274,17.96712328767123,1,1,1,0,4.0,False,True,False
6194,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.273972602739725,-1000.6657534246576,1,0,0,0,2.0,False,False,False
6195,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.865753424657534,18.295890410958904,1,1,0,0,2.0,False,True,False
6196,M,0,Working,Secondary / secondary special,Married,House / apartment,42.23561643835617,4.624657534246575,1,1,1,0,2.0,False,True,False
6197,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,56.62739726027397,35.895890410958906,1,1,0,0,1.0,False,False,False
6198,F,2,Working,Higher education,Civil marriage,House / apartment,37.35342465753425,17.38082191780822,1,1,0,0,4.0,False,False,False
6199,M,1,Working,Secondary / secondary special,Married,House / apartment,33.1945205479452,0.536986301369863,1,1,1,0,3.0,False,True,False
6200,M,1,Working,Higher education,Married,House / apartment,30.44383561643836,1.284931506849315,1,1,1,0,3.0,True,False,False
6201,M,1,Working,Higher education,Married,House / apartment,30.44383561643836,1.284931506849315,1,1,1,0,3.0,False,False,False
6202,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,48.97534246575343,1.0328767123287672,1,1,1,0,1.0,False,False,False
6203,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.97260273972603,3.0356164383561643,1,1,0,0,2.0,False,False,False
6204,F,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,27.454794520547942,1.452054794520548,1,0,0,0,1.0,False,False,False
6205,F,4,Working,Incomplete higher,Married,House / apartment,34.104109589041094,12.04109589041096,1,0,0,0,6.0,False,True,False
6206,M,2,Working,Higher education,Married,House / apartment,34.295890410958904,2.536986301369863,1,1,0,0,4.0,False,True,False
6207,M,2,Working,Secondary / secondary special,Separated,With parents,38.298630136986304,4.454794520547945,1,0,0,0,3.0,False,True,False
6208,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.00821917808219,-1000.6657534246576,1,0,0,0,2.0,False,True,False
6209,M,2,Working,Secondary / secondary special,Married,With parents,30.410958904109588,5.035616438356165,1,1,0,0,4.0,False,False,False
6210,M,1,Working,Secondary / secondary special,Separated,With parents,37.65753424657535,1.704109589041096,1,1,0,0,2.0,False,True,False
6211,F,0,Working,Secondary / secondary special,Married,House / apartment,50.36164383561644,12.46027397260274,1,1,1,0,2.0,False,False,False
6212,M,0,State servant,Secondary / secondary special,Married,House / apartment,31.912328767123288,11.712328767123289,1,1,1,0,2.0,False,True,False
6213,M,1,Working,Higher education,Single / not married,House / apartment,40.77534246575343,17.043835616438358,1,0,1,0,2.0,False,True,False
6214,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.32328767123288,8.038356164383561,1,0,0,0,2.0,False,False,False
6215,M,0,Working,Secondary / secondary special,Single / not married,Rented apartment,25.994520547945207,4.958904109589041,1,0,0,1,1.0,False,True,False
6216,M,0,Commercial associate,Incomplete higher,Married,House / apartment,30.747945205479454,6.372602739726028,1,0,0,0,2.0,False,False,False
6217,F,0,Working,Secondary / secondary special,Married,House / apartment,38.57534246575342,5.120547945205479,1,0,1,0,2.0,False,False,False
6218,F,4,State servant,Secondary / secondary special,Married,House / apartment,39.87671232876713,5.035616438356165,1,1,0,0,6.0,False,True,False
6219,M,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.84383561643836,-1000.6657534246576,1,0,0,0,2.0,False,True,False
6220,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.65753424657535,-1000.6657534246576,1,0,0,0,2.0,False,True,False
6221,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,27.75068493150685,3.0356164383561643,1,1,0,0,1.0,False,True,False
6222,F,0,Working,Secondary / secondary special,Married,House / apartment,25.12876712328767,5.958904109589041,1,1,0,0,2.0,False,False,False
6223,F,0,Working,Secondary / secondary special,Married,House / apartment,41.80821917808219,1.704109589041096,1,1,0,0,2.0,False,False,False
6224,F,0,Commercial associate,Higher education,Single / not married,With parents,24.8,0.6219178082191781,1,0,0,0,1.0,False,False,False
6225,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.71780821917808,-1000.6657534246576,1,0,0,0,2.0,False,False,False
6226,F,1,Working,Incomplete higher,Married,House / apartment,34.12054794520548,11.04109589041096,1,1,1,0,3.0,False,False,False
6227,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.47123287671233,-1000.6657534246576,1,0,0,0,2.0,False,True,False
6228,F,0,Pensioner,Higher education,Married,Municipal apartment,57.96438356164384,-1000.6657534246576,1,0,0,0,2.0,False,False,False
6229,M,1,Working,Secondary / secondary special,Separated,House / apartment,22.66849315068493,2.032876712328767,1,1,1,0,2.0,False,False,False
6230,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.013698630136986,-1000.6657534246576,1,0,1,0,2.0,False,False,False
6231,M,1,Working,Secondary / secondary special,Married,House / apartment,33.53150684931507,7.123287671232877,1,1,1,0,3.0,False,True,False
6232,M,1,Working,Secondary / secondary special,Married,House / apartment,29.194520547945206,2.536986301369863,1,1,1,0,3.0,True,False,False
6233,M,1,Working,Secondary / secondary special,Married,House / apartment,29.194520547945206,2.536986301369863,1,1,1,0,3.0,False,False,False
6234,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.432876712328767,7.123287671232877,1,1,1,0,2.0,False,False,False
6235,F,1,Working,Higher education,Married,House / apartment,28.95068493150685,4.120547945205479,1,1,0,0,3.0,False,False,False
6236,M,0,Working,Higher education,Married,House / apartment,26.378082191780823,6.454794520547945,1,0,0,0,2.0,False,True,False
6237,F,0,Commercial associate,Higher education,Single / not married,House / apartment,27.75890410958904,3.0356164383561643,1,1,0,1,1.0,False,True,False
6238,M,1,State servant,Secondary / secondary special,Married,With parents,33.895890410958906,14.797260273972602,1,0,1,0,3.0,False,True,False
6239,M,1,Pensioner,Secondary / secondary special,Married,House / apartment,51.21095890410959,-1000.6657534246576,1,0,1,0,3.0,False,True,False
6240,M,0,Working,Secondary / secondary special,Married,With parents,32.24109589041096,1.704109589041096,1,1,1,0,2.0,False,False,False
6241,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.131506849315066,0.6219178082191781,1,0,0,0,2.0,False,True,False
6242,M,1,Working,Higher education,Married,House / apartment,27.693150684931503,4.035616438356165,1,1,0,0,3.0,False,False,False
6243,F,0,State servant,Higher education,Single / not married,House / apartment,28.410958904109588,3.791780821917808,1,1,0,0,1.0,False,False,False
6244,M,2,Working,Secondary / secondary special,Married,House / apartment,43.917808219178085,6.958904109589041,1,1,0,0,4.0,False,True,False
6245,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.54794520547945,4.287671232876712,1,1,1,0,2.0,False,False,False
6246,F,0,Working,Secondary / secondary special,Married,With parents,27.435616438356163,1.621917808219178,1,1,1,0,2.0,False,False,False
6247,F,1,Working,Higher education,Married,House / apartment,26.567123287671237,0.7041095890410959,1,0,0,0,3.0,False,True,False
6248,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.153424657534245,1.36986301369863,1,0,0,0,2.0,False,True,False
6249,F,0,Working,Secondary / secondary special,Married,House / apartment,57.04657534246575,35.14246575342466,1,1,0,0,2.0,False,False,False
6250,F,0,Working,Secondary / secondary special,Married,House / apartment,57.04657534246575,35.14246575342466,1,1,0,0,2.0,True,False,False
6251,M,0,Working,Higher education,Married,With parents,35.49589041095891,15.213698630136989,1,0,0,0,2.0,False,True,False
6252,F,0,Working,Secondary / secondary special,Married,House / apartment,27.02739726027397,0.536986301369863,1,1,0,0,2.0,False,False,False
6253,M,0,Working,Secondary / secondary special,Married,House / apartment,24.38082191780822,6.372602739726028,1,1,1,0,2.0,False,True,False
6254,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.342465753424655,-1000.6657534246576,1,0,1,0,2.0,False,False,False
6255,F,2,Commercial associate,Secondary / secondary special,Married,House / apartment,41.53972602739726,4.958904109589041,1,1,0,0,4.0,False,False,False
6256,F,0,Working,Secondary / secondary special,Married,House / apartment,38.35616438356164,6.53972602739726,1,0,0,0,2.0,False,True,False
6257,M,0,Working,Secondary / secondary special,Married,House / apartment,26.767123287671232,0.284931506849315,1,1,0,0,2.0,False,False,False
6258,F,0,Working,Higher education,Single / not married,House / apartment,37.76712328767123,0.8712328767123287,1,1,0,0,1.0,False,False,False
6259,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.21643835616438,15.632876712328768,1,1,0,0,2.0,False,False,False
6260,M,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,25.846575342465755,3.4547945205479453,1,1,0,0,1.0,False,True,False
6261,F,0,Working,Higher education,Single / not married,House / apartment,52.43013698630137,0.9561643835616438,1,1,1,1,1.0,False,True,False
6262,F,2,Commercial associate,Secondary / secondary special,Married,House / apartment,37.78356164383562,3.706849315068493,1,1,0,0,4.0,False,False,False
6263,M,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47.87123287671233,7.208219178082191,1,0,0,0,1.0,False,True,False
6264,M,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47.87123287671233,7.208219178082191,1,0,0,0,1.0,True,True,False
6265,F,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,35.59178082191781,4.372602739726028,1,0,1,0,3.0,False,False,True
